### MIGRATION_HEAD
20260418000000_add_adaptive_router_tables
### MIGRATION_COUNT
119
### COLUMNS -- table|column|type|nullable|default
LiteLLM_UserNotifications|models|ARRAY|YES|
LiteLLM_UserNotifications|request_id|text|NO|
LiteLLM_UserNotifications|status|text|NO|
LiteLLM_UserNotifications|user_id|text|NO|
LiteLLM_UserTable|allowed_cache_controls|ARRAY|YES|ARRAY[]::text[]
LiteLLM_UserTable|budget_duration|text|YES|
LiteLLM_UserTable|budget_reset_at|timestamp without time zone|YES|
LiteLLM_UserTable|created_at|timestamp without time zone|YES|CURRENT_TIMESTAMP
LiteLLM_UserTable|max_budget|double precision|YES|
LiteLLM_UserTable|max_parallel_requests|integer|YES|
LiteLLM_UserTable|metadata|jsonb|NO|'{}'::jsonb
LiteLLM_UserTable|model_max_budget|jsonb|NO|'{}'::jsonb
LiteLLM_UserTable|model_spend|jsonb|NO|'{}'::jsonb
LiteLLM_UserTable|models|ARRAY|YES|
LiteLLM_UserTable|object_permission_id|text|YES|
LiteLLM_UserTable|organization_id|text|YES|
LiteLLM_UserTable|password|text|YES|
LiteLLM_UserTable|policies|ARRAY|YES|ARRAY[]::text[]
LiteLLM_UserTable|rpm_limit|bigint|YES|
LiteLLM_UserTable|spend|double precision|NO|0.0
LiteLLM_UserTable|sso_user_id|text|YES|
LiteLLM_UserTable|team_id|text|YES|
LiteLLM_UserTable|teams|ARRAY|YES|ARRAY[]::text[]
LiteLLM_UserTable|tpm_limit|bigint|YES|
LiteLLM_UserTable|updated_at|timestamp without time zone|YES|CURRENT_TIMESTAMP
LiteLLM_UserTable|user_alias|text|YES|
LiteLLM_UserTable|user_email|text|YES|
LiteLLM_UserTable|user_id|text|NO|
LiteLLM_UserTable|user_role|text|YES|
LiteLLM_VerificationToken|access_group_ids|ARRAY|YES|ARRAY[]::text[]
LiteLLM_VerificationToken|agent_id|text|YES|
LiteLLM_VerificationToken|aliases|jsonb|NO|'{}'::jsonb
LiteLLM_VerificationToken|allowed_cache_controls|ARRAY|YES|ARRAY[]::text[]
LiteLLM_VerificationToken|allowed_routes|ARRAY|YES|ARRAY[]::text[]
LiteLLM_VerificationToken|auto_rotate|boolean|YES|false
LiteLLM_VerificationToken|blocked|boolean|YES|
LiteLLM_VerificationToken|budget_duration|text|YES|
LiteLLM_VerificationToken|budget_id|text|YES|
LiteLLM_VerificationToken|budget_limits|jsonb|YES|
LiteLLM_VerificationToken|budget_reset_at|timestamp without time zone|YES|
LiteLLM_VerificationToken|config|jsonb|NO|'{}'::jsonb
LiteLLM_VerificationToken|created_at|timestamp without time zone|YES|CURRENT_TIMESTAMP
LiteLLM_VerificationToken|created_by|text|YES|
LiteLLM_VerificationToken|expires|timestamp without time zone|YES|
LiteLLM_VerificationToken|key_alias|text|YES|
LiteLLM_VerificationToken|key_name|text|YES|
LiteLLM_VerificationToken|key_rotation_at|timestamp without time zone|YES|
LiteLLM_VerificationToken|last_active|timestamp without time zone|YES|
LiteLLM_VerificationToken|last_rotation_at|timestamp without time zone|YES|
LiteLLM_VerificationToken|max_budget|double precision|YES|
LiteLLM_VerificationToken|max_parallel_requests|integer|YES|
LiteLLM_VerificationToken|metadata|jsonb|NO|'{}'::jsonb
LiteLLM_VerificationToken|model_max_budget|jsonb|NO|'{}'::jsonb
LiteLLM_VerificationToken|model_spend|jsonb|NO|'{}'::jsonb
LiteLLM_VerificationToken|models|ARRAY|YES|
LiteLLM_VerificationToken|object_permission_id|text|YES|
LiteLLM_VerificationToken|organization_id|text|YES|
LiteLLM_VerificationToken|permissions|jsonb|NO|'{}'::jsonb
LiteLLM_VerificationToken|policies|ARRAY|YES|ARRAY[]::text[]
LiteLLM_VerificationToken|project_id|text|YES|
LiteLLM_VerificationToken|rotation_count|integer|YES|0
LiteLLM_VerificationToken|rotation_interval|text|YES|
LiteLLM_VerificationToken|router_settings|jsonb|YES|'{}'::jsonb
LiteLLM_VerificationToken|rpm_limit|bigint|YES|
LiteLLM_VerificationToken|soft_budget_cooldown|boolean|NO|false
LiteLLM_VerificationToken|spend|double precision|NO|0.0
LiteLLM_VerificationToken|team_id|text|YES|
LiteLLM_VerificationToken|token|text|NO|
LiteLLM_VerificationToken|tpm_limit|bigint|YES|
LiteLLM_VerificationToken|updated_at|timestamp without time zone|YES|CURRENT_TIMESTAMP
LiteLLM_VerificationToken|updated_by|text|YES|
LiteLLM_VerificationToken|user_id|text|YES|
LiteLLM_VerificationTokenView|aliases|jsonb|YES|
LiteLLM_VerificationTokenView|allowed_cache_controls|ARRAY|YES|
LiteLLM_VerificationTokenView|allowed_routes|ARRAY|YES|
LiteLLM_VerificationTokenView|auto_rotate|boolean|YES|
LiteLLM_VerificationTokenView|blocked|boolean|YES|
LiteLLM_VerificationTokenView|budget_duration|text|YES|
LiteLLM_VerificationTokenView|budget_id|text|YES|
LiteLLM_VerificationTokenView|budget_reset_at|timestamp without time zone|YES|
LiteLLM_VerificationTokenView|config|jsonb|YES|
LiteLLM_VerificationTokenView|created_at|timestamp without time zone|YES|
LiteLLM_VerificationTokenView|created_by|text|YES|
LiteLLM_VerificationTokenView|expires|timestamp without time zone|YES|
LiteLLM_VerificationTokenView|key_alias|text|YES|
LiteLLM_VerificationTokenView|key_name|text|YES|
LiteLLM_VerificationTokenView|key_rotation_at|timestamp without time zone|YES|
LiteLLM_VerificationTokenView|last_rotation_at|timestamp without time zone|YES|
LiteLLM_VerificationTokenView|max_budget|double precision|YES|
LiteLLM_VerificationTokenView|max_parallel_requests|integer|YES|
LiteLLM_VerificationTokenView|metadata|jsonb|YES|
LiteLLM_VerificationTokenView|model_max_budget|jsonb|YES|
LiteLLM_VerificationTokenView|model_spend|jsonb|YES|
LiteLLM_VerificationTokenView|models|ARRAY|YES|
LiteLLM_VerificationTokenView|object_permission_id|text|YES|
LiteLLM_VerificationTokenView|organization_id|text|YES|
LiteLLM_VerificationTokenView|permissions|jsonb|YES|
LiteLLM_VerificationTokenView|rotation_count|integer|YES|
LiteLLM_VerificationTokenView|rotation_interval|text|YES|
LiteLLM_VerificationTokenView|rpm_limit|bigint|YES|
LiteLLM_VerificationTokenView|soft_budget_cooldown|boolean|YES|
LiteLLM_VerificationTokenView|spend|double precision|YES|
LiteLLM_VerificationTokenView|team_id|text|YES|
LiteLLM_VerificationTokenView|team_max_budget|double precision|YES|
LiteLLM_VerificationTokenView|team_rpm_limit|bigint|YES|
LiteLLM_VerificationTokenView|team_spend|double precision|YES|
LiteLLM_VerificationTokenView|team_tpm_limit|bigint|YES|
LiteLLM_VerificationTokenView|token|text|YES|
LiteLLM_VerificationTokenView|tpm_limit|bigint|YES|
LiteLLM_VerificationTokenView|updated_at|timestamp without time zone|YES|
LiteLLM_VerificationTokenView|updated_by|text|YES|
LiteLLM_VerificationTokenView|user_id|text|YES|
MonthlyGlobalSpend|date|date|YES|
MonthlyGlobalSpend|spend|double precision|YES|
MonthlyGlobalSpendPerKey|api_key|text|YES|
MonthlyGlobalSpendPerKey|date|date|YES|
MonthlyGlobalSpendPerKey|spend|double precision|YES|
MonthlyGlobalSpendPerUserPerKey|api_key|text|YES|
MonthlyGlobalSpendPerUserPerKey|date|date|YES|
MonthlyGlobalSpendPerUserPerKey|spend|double precision|YES|
MonthlyGlobalSpendPerUserPerKey|user|text|YES|
_prisma_migrations|applied_steps_count|integer|NO|0
_prisma_migrations|checksum|character varying|NO|
_prisma_migrations|finished_at|timestamp with time zone|YES|
_prisma_migrations|id|character varying|NO|
_prisma_migrations|logs|text|YES|
_prisma_migrations|migration_name|character varying|NO|
_prisma_migrations|rolled_back_at|timestamp with time zone|YES|
_prisma_migrations|started_at|timestamp with time zone|NO|now()
### PRIMARY_KEYS -- table|col
LiteLLM_AccessGroupTable|access_group_id
LiteLLM_AdaptiveRouterSession|model_name
LiteLLM_AdaptiveRouterSession|router_name
LiteLLM_AdaptiveRouterSession|session_id
LiteLLM_AdaptiveRouterState|model_name
LiteLLM_AdaptiveRouterState|request_type
LiteLLM_AdaptiveRouterState|router_name
LiteLLM_AgentsTable|agent_id
LiteLLM_AuditLog|id
LiteLLM_BudgetTable|budget_id
LiteLLM_CacheConfig|id
LiteLLM_ClaudeCodePluginTable|id
LiteLLM_Config|param_name
LiteLLM_ConfigOverrides|config_type
LiteLLM_CredentialsTable|credential_id
LiteLLM_CronJob|cronjob_id
LiteLLM_DailyAgentSpend|id
LiteLLM_DailyEndUserSpend|id
LiteLLM_DailyGuardrailMetrics|date
LiteLLM_DailyGuardrailMetrics|guardrail_id
LiteLLM_DailyOrganizationSpend|id
LiteLLM_DailyPolicyMetrics|date
LiteLLM_DailyPolicyMetrics|policy_id
LiteLLM_DailyTagSpend|id
LiteLLM_DailyTeamSpend|id
LiteLLM_DailyUserSpend|id
LiteLLM_DeletedTeamTable|id
LiteLLM_DeletedVerificationToken|id
LiteLLM_DeprecatedVerificationToken|id
LiteLLM_EndUserTable|user_id
LiteLLM_ErrorLogs|request_id
LiteLLM_GuardrailsTable|guardrail_id
LiteLLM_HealthCheckTable|health_check_id
LiteLLM_InvitationLink|id
LiteLLM_JWTKeyMapping|id
LiteLLM_MCPServerTable|server_id
LiteLLM_MCPToolsetTable|toolset_id
LiteLLM_MCPUserCredentials|id
LiteLLM_ManagedFileTable|id
LiteLLM_ManagedObjectTable|id
LiteLLM_ManagedVectorStoreIndexTable|id
LiteLLM_ManagedVectorStoreTable|id
LiteLLM_ManagedVectorStoresTable|vector_store_id
LiteLLM_MemoryTable|memory_id
LiteLLM_ModelTable|id
LiteLLM_ObjectPermissionTable|object_permission_id
LiteLLM_OrganizationMembership|organization_id
LiteLLM_OrganizationMembership|user_id
LiteLLM_OrganizationTable|organization_id
LiteLLM_PolicyAttachmentTable|attachment_id
LiteLLM_PolicyTable|policy_id
LiteLLM_ProjectTable|project_id
LiteLLM_PromptTable|id
LiteLLM_ProxyModelTable|model_id
LiteLLM_SSOConfig|id
LiteLLM_SearchToolsTable|search_tool_id
LiteLLM_SkillsTable|skill_id
LiteLLM_SpendLogGuardrailIndex|guardrail_id
LiteLLM_SpendLogGuardrailIndex|request_id
LiteLLM_SpendLogToolIndex|request_id
LiteLLM_SpendLogToolIndex|tool_name
LiteLLM_SpendLogs|request_id
LiteLLM_TagTable|tag_name
LiteLLM_TeamMembership|team_id
LiteLLM_TeamMembership|user_id
LiteLLM_TeamTable|team_id
LiteLLM_ToolTable|tool_id
LiteLLM_UISettings|id
LiteLLM_UserNotifications|request_id
LiteLLM_UserTable|user_id
LiteLLM_VerificationToken|token
_prisma_migrations|id
### FOREIGN_KEYS -- table|col->reftable.refcol (on delete)
LiteLLM_AgentsTable|object_permission_id->LiteLLM_ObjectPermissionTable.object_permission_id (SET NULL)
LiteLLM_EndUserTable|budget_id->LiteLLM_BudgetTable.budget_id (SET NULL)
LiteLLM_EndUserTable|object_permission_id->LiteLLM_ObjectPermissionTable.object_permission_id (SET NULL)
LiteLLM_InvitationLink|created_by->LiteLLM_UserTable.user_id (RESTRICT)
LiteLLM_InvitationLink|updated_by->LiteLLM_UserTable.user_id (RESTRICT)
LiteLLM_InvitationLink|user_id->LiteLLM_UserTable.user_id (RESTRICT)
LiteLLM_JWTKeyMapping|token->LiteLLM_VerificationToken.token (RESTRICT)
LiteLLM_OrganizationMembership|budget_id->LiteLLM_BudgetTable.budget_id (SET NULL)
LiteLLM_OrganizationMembership|organization_id->LiteLLM_OrganizationTable.organization_id (RESTRICT)
LiteLLM_OrganizationMembership|user_id->LiteLLM_UserTable.user_id (RESTRICT)
LiteLLM_OrganizationTable|budget_id->LiteLLM_BudgetTable.budget_id (RESTRICT)
LiteLLM_OrganizationTable|object_permission_id->LiteLLM_ObjectPermissionTable.object_permission_id (SET NULL)
LiteLLM_ProjectTable|budget_id->LiteLLM_BudgetTable.budget_id (SET NULL)
LiteLLM_ProjectTable|object_permission_id->LiteLLM_ObjectPermissionTable.object_permission_id (SET NULL)
LiteLLM_ProjectTable|team_id->LiteLLM_TeamTable.team_id (SET NULL)
LiteLLM_TagTable|budget_id->LiteLLM_BudgetTable.budget_id (SET NULL)
LiteLLM_TeamMembership|budget_id->LiteLLM_BudgetTable.budget_id (SET NULL)
LiteLLM_TeamTable|model_id->LiteLLM_ModelTable.id (SET NULL)
LiteLLM_TeamTable|object_permission_id->LiteLLM_ObjectPermissionTable.object_permission_id (SET NULL)
LiteLLM_TeamTable|organization_id->LiteLLM_OrganizationTable.organization_id (SET NULL)
LiteLLM_UserTable|object_permission_id->LiteLLM_ObjectPermissionTable.object_permission_id (SET NULL)
LiteLLM_UserTable|organization_id->LiteLLM_OrganizationTable.organization_id (SET NULL)
LiteLLM_VerificationToken|budget_id->LiteLLM_BudgetTable.budget_id (SET NULL)
LiteLLM_VerificationToken|object_permission_id->LiteLLM_ObjectPermissionTable.object_permission_id (SET NULL)
LiteLLM_VerificationToken|organization_id->LiteLLM_OrganizationTable.organization_id (SET NULL)
LiteLLM_VerificationToken|project_id->LiteLLM_ProjectTable.project_id (SET NULL)
### INDEXES -- normalized index definitions
IDX ON public."LiteLLM_AccessGroupTable" USING btree (access_group_id)
IDX ON public."LiteLLM_AccessGroupTable" USING btree (access_group_name)
IDX ON public."LiteLLM_AdaptiveRouterSession" USING btree (last_activity_at)
IDX ON public."LiteLLM_AdaptiveRouterSession" USING btree (session_id, router_name, model_name)
IDX ON public."LiteLLM_AdaptiveRouterState" USING btree (router_name, request_type, model_name)
IDX ON public."LiteLLM_AgentsTable" USING btree (agent_id)
IDX ON public."LiteLLM_AgentsTable" USING btree (agent_name)
IDX ON public."LiteLLM_AuditLog" USING btree (id)
IDX ON public."LiteLLM_BudgetTable" USING btree (budget_id)
IDX ON public."LiteLLM_CacheConfig" USING btree (id)
IDX ON public."LiteLLM_ClaudeCodePluginTable" USING btree (id)
IDX ON public."LiteLLM_ClaudeCodePluginTable" USING btree (name)
IDX ON public."LiteLLM_ConfigOverrides" USING btree (config_type)
IDX ON public."LiteLLM_Config" USING btree (param_name)
IDX ON public."LiteLLM_CredentialsTable" USING btree (credential_id)
IDX ON public."LiteLLM_CredentialsTable" USING btree (credential_name)
IDX ON public."LiteLLM_CronJob" USING btree (cronjob_id)
IDX ON public."LiteLLM_DailyAgentSpend" USING btree (agent_id, date)
IDX ON public."LiteLLM_DailyAgentSpend" USING btree (agent_id, date, api_key, model, custom_llm_provider, mcp_namespaced_tool_name, endpoint)
IDX ON public."LiteLLM_DailyAgentSpend" USING btree (api_key)
IDX ON public."LiteLLM_DailyAgentSpend" USING btree (date)
IDX ON public."LiteLLM_DailyAgentSpend" USING btree (endpoint)
IDX ON public."LiteLLM_DailyAgentSpend" USING btree (id)
IDX ON public."LiteLLM_DailyAgentSpend" USING btree (mcp_namespaced_tool_name)
IDX ON public."LiteLLM_DailyAgentSpend" USING btree (model)
IDX ON public."LiteLLM_DailyEndUserSpend" USING btree (api_key)
IDX ON public."LiteLLM_DailyEndUserSpend" USING btree (date)
IDX ON public."LiteLLM_DailyEndUserSpend" USING btree (endpoint)
IDX ON public."LiteLLM_DailyEndUserSpend" USING btree (end_user_id, date)
IDX ON public."LiteLLM_DailyEndUserSpend" USING btree (end_user_id, date, api_key, model, custom_llm_provider, mcp_namespaced_tool_name, endpoint)
IDX ON public."LiteLLM_DailyEndUserSpend" USING btree (id)
IDX ON public."LiteLLM_DailyEndUserSpend" USING btree (mcp_namespaced_tool_name)
IDX ON public."LiteLLM_DailyEndUserSpend" USING btree (model)
IDX ON public."LiteLLM_DailyGuardrailMetrics" USING btree (date)
IDX ON public."LiteLLM_DailyGuardrailMetrics" USING btree (guardrail_id)
IDX ON public."LiteLLM_DailyGuardrailMetrics" USING btree (guardrail_id, date)
IDX ON public."LiteLLM_DailyOrganizationSpend" USING btree (api_key)
IDX ON public."LiteLLM_DailyOrganizationSpend" USING btree (date)
IDX ON public."LiteLLM_DailyOrganizationSpend" USING btree (endpoint)
IDX ON public."LiteLLM_DailyOrganizationSpend" USING btree (id)
IDX ON public."LiteLLM_DailyOrganizationSpend" USING btree (mcp_namespaced_tool_name)
IDX ON public."LiteLLM_DailyOrganizationSpend" USING btree (model)
IDX ON public."LiteLLM_DailyOrganizationSpend" USING btree (organization_id, date)
IDX ON public."LiteLLM_DailyOrganizationSpend" USING btree (organization_id, date, api_key, model, custom_llm_provider, mcp_namespaced_tool_name, endpoint)
IDX ON public."LiteLLM_DailyPolicyMetrics" USING btree (date)
IDX ON public."LiteLLM_DailyPolicyMetrics" USING btree (policy_id)
IDX ON public."LiteLLM_DailyPolicyMetrics" USING btree (policy_id, date)
IDX ON public."LiteLLM_DailyTagSpend" USING btree (api_key)
IDX ON public."LiteLLM_DailyTagSpend" USING btree (date)
IDX ON public."LiteLLM_DailyTagSpend" USING btree (endpoint)
IDX ON public."LiteLLM_DailyTagSpend" USING btree (id)
IDX ON public."LiteLLM_DailyTagSpend" USING btree (mcp_namespaced_tool_name)
IDX ON public."LiteLLM_DailyTagSpend" USING btree (model)
IDX ON public."LiteLLM_DailyTagSpend" USING btree (tag, date)
IDX ON public."LiteLLM_DailyTagSpend" USING btree (tag, date, api_key, model, custom_llm_provider, mcp_namespaced_tool_name, endpoint)
IDX ON public."LiteLLM_DailyTeamSpend" USING btree (api_key)
IDX ON public."LiteLLM_DailyTeamSpend" USING btree (date)
IDX ON public."LiteLLM_DailyTeamSpend" USING btree (endpoint)
IDX ON public."LiteLLM_DailyTeamSpend" USING btree (id)
IDX ON public."LiteLLM_DailyTeamSpend" USING btree (mcp_namespaced_tool_name)
IDX ON public."LiteLLM_DailyTeamSpend" USING btree (model)
IDX ON public."LiteLLM_DailyTeamSpend" USING btree (team_id, date)
IDX ON public."LiteLLM_DailyTeamSpend" USING btree (team_id, date, api_key, model, custom_llm_provider, mcp_namespaced_tool_name, endpoint)
IDX ON public."LiteLLM_DailyUserSpend" USING btree (api_key)
IDX ON public."LiteLLM_DailyUserSpend" USING btree (date)
IDX ON public."LiteLLM_DailyUserSpend" USING btree (endpoint)
IDX ON public."LiteLLM_DailyUserSpend" USING btree (id)
IDX ON public."LiteLLM_DailyUserSpend" USING btree (mcp_namespaced_tool_name)
IDX ON public."LiteLLM_DailyUserSpend" USING btree (model)
IDX ON public."LiteLLM_DailyUserSpend" USING btree (user_id, date)
IDX ON public."LiteLLM_DailyUserSpend" USING btree (user_id, date, api_key, model, custom_llm_provider, mcp_namespaced_tool_name, endpoint)
IDX ON public."LiteLLM_DeletedTeamTable" USING btree (created_at)
IDX ON public."LiteLLM_DeletedTeamTable" USING btree (deleted_at)
IDX ON public."LiteLLM_DeletedTeamTable" USING btree (id)
IDX ON public."LiteLLM_DeletedTeamTable" USING btree (organization_id)
IDX ON public."LiteLLM_DeletedTeamTable" USING btree (team_alias)
IDX ON public."LiteLLM_DeletedTeamTable" USING btree (team_id)
IDX ON public."LiteLLM_DeletedVerificationToken" USING btree (created_at)
IDX ON public."LiteLLM_DeletedVerificationToken" USING btree (deleted_at)
IDX ON public."LiteLLM_DeletedVerificationToken" USING btree (id)
IDX ON public."LiteLLM_DeletedVerificationToken" USING btree (key_alias)
IDX ON public."LiteLLM_DeletedVerificationToken" USING btree (organization_id)
IDX ON public."LiteLLM_DeletedVerificationToken" USING btree (team_id)
IDX ON public."LiteLLM_DeletedVerificationToken" USING btree (token)
IDX ON public."LiteLLM_DeletedVerificationToken" USING btree (user_id)
IDX ON public."LiteLLM_DeprecatedVerificationToken" USING btree (id)
IDX ON public."LiteLLM_DeprecatedVerificationToken" USING btree (revoke_at)
IDX ON public."LiteLLM_DeprecatedVerificationToken" USING btree (token)
IDX ON public."LiteLLM_DeprecatedVerificationToken" USING btree (token, revoke_at)
IDX ON public."LiteLLM_EndUserTable" USING btree (user_id)
IDX ON public."LiteLLM_ErrorLogs" USING btree (request_id)
IDX ON public."LiteLLM_GuardrailsTable" USING btree (guardrail_id)
IDX ON public."LiteLLM_GuardrailsTable" USING btree (guardrail_name)
IDX ON public."LiteLLM_GuardrailsTable" USING btree (status)
IDX ON public."LiteLLM_HealthCheckTable" USING btree (checked_at)
IDX ON public."LiteLLM_HealthCheckTable" USING btree (health_check_id)
IDX ON public."LiteLLM_HealthCheckTable" USING btree (model_id, model_name, checked_at DESC)
IDX ON public."LiteLLM_HealthCheckTable" USING btree (model_name)
IDX ON public."LiteLLM_HealthCheckTable" USING btree (status)
IDX ON public."LiteLLM_InvitationLink" USING btree (id)
IDX ON public."LiteLLM_JWTKeyMapping" USING btree (id)
IDX ON public."LiteLLM_JWTKeyMapping" USING btree (jwt_claim_name, jwt_claim_value)
IDX ON public."LiteLLM_JWTKeyMapping" USING btree (jwt_claim_name, jwt_claim_value, is_active)
IDX ON public."LiteLLM_ManagedFileTable" USING btree (id)
IDX ON public."LiteLLM_ManagedFileTable" USING btree (unified_file_id)
IDX ON public."LiteLLM_ManagedFileTable" USING btree (unified_file_id)
IDX ON public."LiteLLM_ManagedObjectTable" USING btree (id)
IDX ON public."LiteLLM_ManagedObjectTable" USING btree (model_object_id)
IDX ON public."LiteLLM_ManagedObjectTable" USING btree (model_object_id)
IDX ON public."LiteLLM_ManagedObjectTable" USING btree (unified_object_id)
IDX ON public."LiteLLM_ManagedObjectTable" USING btree (unified_object_id)
IDX ON public."LiteLLM_ManagedVectorStoreIndexTable" USING btree (id)
IDX ON public."LiteLLM_ManagedVectorStoreIndexTable" USING btree (index_name)
IDX ON public."LiteLLM_ManagedVectorStoresTable" USING btree (team_id)
IDX ON public."LiteLLM_ManagedVectorStoresTable" USING btree (user_id)
IDX ON public."LiteLLM_ManagedVectorStoresTable" USING btree (vector_store_id)
IDX ON public."LiteLLM_ManagedVectorStoreTable" USING btree (id)
IDX ON public."LiteLLM_ManagedVectorStoreTable" USING btree (unified_resource_id)
IDX ON public."LiteLLM_ManagedVectorStoreTable" USING btree (unified_resource_id)
IDX ON public."LiteLLM_MCPServerTable" USING btree (approval_status)
IDX ON public."LiteLLM_MCPServerTable" USING btree (server_id)
IDX ON public."LiteLLM_MCPToolsetTable" USING btree (toolset_id)
IDX ON public."LiteLLM_MCPToolsetTable" USING btree (toolset_name)
IDX ON public."LiteLLM_MCPUserCredentials" USING btree (id)
IDX ON public."LiteLLM_MCPUserCredentials" USING btree (user_id, server_id)
IDX ON public."LiteLLM_MemoryTable" USING btree (key)
IDX ON public."LiteLLM_MemoryTable" USING btree (memory_id)
IDX ON public."LiteLLM_MemoryTable" USING btree (team_id)
IDX ON public."LiteLLM_MemoryTable" USING btree (user_id)
IDX ON public."LiteLLM_ModelTable" USING btree (id)
IDX ON public."LiteLLM_ObjectPermissionTable" USING btree (object_permission_id)
IDX ON public."LiteLLM_OrganizationMembership" USING btree (user_id, organization_id)
IDX ON public."LiteLLM_OrganizationMembership" USING btree (user_id, organization_id)
IDX ON public."LiteLLM_OrganizationTable" USING btree (organization_id)
IDX ON public."LiteLLM_PolicyAttachmentTable" USING btree (attachment_id)
IDX ON public."LiteLLM_PolicyTable" USING btree (policy_id)
IDX ON public."LiteLLM_PolicyTable" USING btree (policy_name, version_number)
IDX ON public."LiteLLM_PolicyTable" USING btree (policy_name, version_status)
IDX ON public."LiteLLM_ProjectTable" USING btree (project_id)
IDX ON public."LiteLLM_PromptTable" USING btree (id)
IDX ON public."LiteLLM_PromptTable" USING btree (prompt_id)
IDX ON public."LiteLLM_PromptTable" USING btree (prompt_id, environment)
IDX ON public."LiteLLM_PromptTable" USING btree (prompt_id, version, environment)
IDX ON public."LiteLLM_ProxyModelTable" USING btree (model_id)
IDX ON public."LiteLLM_SearchToolsTable" USING btree (search_tool_id)
IDX ON public."LiteLLM_SearchToolsTable" USING btree (search_tool_name)
IDX ON public."LiteLLM_SkillsTable" USING btree (skill_id)
IDX ON public."LiteLLM_SpendLogGuardrailIndex" USING btree (guardrail_id, start_time)
IDX ON public."LiteLLM_SpendLogGuardrailIndex" USING btree (policy_id, start_time)
IDX ON public."LiteLLM_SpendLogGuardrailIndex" USING btree (request_id, guardrail_id)
IDX ON public."LiteLLM_SpendLogs" USING btree (end_user)
IDX ON public."LiteLLM_SpendLogs" USING btree (request_id)
IDX ON public."LiteLLM_SpendLogs" USING btree (session_id)
IDX ON public."LiteLLM_SpendLogs" USING btree ("startTime")
IDX ON public."LiteLLM_SpendLogs" USING btree ("startTime", request_id)
IDX ON public."LiteLLM_SpendLogToolIndex" USING btree (request_id, tool_name)
IDX ON public."LiteLLM_SpendLogToolIndex" USING btree (tool_name, start_time)
IDX ON public."LiteLLM_SSOConfig" USING btree (id)
IDX ON public."LiteLLM_TagTable" USING btree (tag_name)
IDX ON public."LiteLLM_TeamMembership" USING btree (user_id, team_id)
IDX ON public."LiteLLM_TeamTable" USING btree (created_at)
IDX ON public."LiteLLM_TeamTable" USING btree (model_id)
IDX ON public."LiteLLM_TeamTable" USING btree (organization_id)
IDX ON public."LiteLLM_TeamTable" USING btree (team_alias)
IDX ON public."LiteLLM_TeamTable" USING btree (team_id)
IDX ON public."LiteLLM_ToolTable" USING btree (input_policy)
IDX ON public."LiteLLM_ToolTable" USING btree (output_policy)
IDX ON public."LiteLLM_ToolTable" USING btree (team_id)
IDX ON public."LiteLLM_ToolTable" USING btree (tool_id)
IDX ON public."LiteLLM_ToolTable" USING btree (tool_name)
IDX ON public."LiteLLM_UISettings" USING btree (id)
IDX ON public."LiteLLM_UserNotifications" USING btree (request_id)
IDX ON public."LiteLLM_UserTable" USING btree (lower(user_email))
IDX ON public."LiteLLM_UserTable" USING btree (sso_user_id)
IDX ON public."LiteLLM_UserTable" USING btree (user_id)
IDX ON public."LiteLLM_VerificationToken" USING btree (budget_reset_at, expires)
IDX ON public."LiteLLM_VerificationToken" USING btree (team_id)
IDX ON public."LiteLLM_VerificationToken" USING btree (token)
IDX ON public."LiteLLM_VerificationToken" USING btree (user_id, team_id)
IDX ON public._prisma_migrations USING btree (id)
